grass_region,category_group,seller_type,shopee_item_id,shopee_model_id,competitor_item_id,competitor_model_id,shopee_model_price_usd,shopee_model_price,competitor_model_price,shopee_gmv_usd,shopee_order,shopee_model_competitiveness_status
VN,Electronics,Mall,2264928641,5705446499,2889730636,7379884632,3.68,89458.00,80260.00,658.23,179.00,Shopee > CPT
ID,FMCG,Cross Border,6978024790,8631672001,6560205030,8898383040,160.91,2491005.00,2136400.00,6758.32,42.00,Shopee > CPT
MY,FMCG,Mall,4640061124,1156637139,5034280884,3133093153,58.35,273.00,304.00,10193.63,175.00,Shopee < CPT
ID,FMCG,Non-Mall,4200046378,5326730264,2387100206,9860615237,147.04,2276270.00,2508166.00,1617.45,11.00,Shopee < CPT
TH,Fashion,Mall,5107812275,1664481022,7440017851,8373624894,392.05,14304.00,12135.00,36851.33,94.00,Shopee > CPT
ID,Lifestyle,Cross Border,2943327101,5863911026,2800695137,6252095876,124.43,1926228.00,2005043.00,6097.04,49.00,Shopee < CPT
VN,FMCG,Long Tail (LT),7256349540,1449303690,9589200610,8175252299,129.84,3158799.00,2598518.00,8439.91,65.00,Shopee > CPT
MY,Lifestyle,Cross Border,6989615555,3112630200,1855846164,7772452162,165.26,774.00,773.00,17670.67,107.00,Shopee > CPT
PH,Electronics,Cross Border,1284823038,2875537549,7316140185,6889144145,94.79,5363.00,5532.00,12984.78,137.00,Shopee < CPT
ID,FMCG,Cross Border,6149364867,3672963511,4608189137,3556807404,5.00,77330.00,83949.00,889.17,178.00,Shopee < CPT
TH,FMCG,Mall,821843163,4451250385,7515935637,4668513864,21.16,771.00,729.00,4099.43,194.00,Shopee > CPT
ID,Lifestyle,Non-Mall,4520313637,1913376979,8220365886,8468878823,119.97,1857238.00,2150058.00,13316.97,111.00,Shopee < CPT
PH,Lifestyle,Cross Border,8272883965,7140103549,280247591,9647431755,2.82,159.00,139.00,491.75,175.00,Shopee > CPT
MY,FMCG,Cross Border,5514802365,6318555596,8307529931,2428916818,420.03,1968.00,2126.00,32752.76,78.00,Shopee < CPT
SG,Fashion,Cross Border,3540848155,4275057128,3401809693,159913868,145.10,197.00,185.00,2892.70,20.00,Shopee > CPT
TH,FMCG,Non-Mall,8552121202,9181298238,5164021591,6766803483,47.91,1747.00,1549.00,3351.65,70.00,Shopee > CPT
ID,Lifestyle,Mall,9733449114,5594654022,4879581396,6198824235,71.36,1104640.00,1037337.00,5280.41,74.00,Shopee > CPT
TH,Lifestyle,Non-Mall,2807968489,2657193920,3877912490,9363344960,35.06,1279.00,1425.00,5398.33,154.00,Shopee < CPT
MY,Lifestyle,Non-Mall,767951153,5278377895,6287764264,3593490669,278.34,1304.00,1302.00,32274.82,116.00,Shopee > CPT
SG,Fashion,Non-Mall,9605320952,7033320400,3836898385,4851947401,19.77,26.00,26.00,3092.40,162.00,Shopee = CPT
PH,Lifestyle,Cross Border,8016352813,2542455698,8771336809,1304071772,140.37,7942.00,8551.00,26246.89,187.00,Shopee < CPT
TH,FMCG,Mall,4780950006,2275719403,87822694,5650442386,49.81,1817.00,1731.00,4183.14,84.00,Shopee > CPT
ID,Electronics,Mall,6741782196,7357919454,8656469449,3244698288,169.43,2622925.00,2987336.00,27956.63,165.00,Shopee < CPT
ID,Fashion,Mall,6812092431,5079338939,5544288103,1861990127,8.10,125452.00,105019.00,1612.67,199.00,Shopee > CPT
MY,Electronics,Mall,3030361425,2436297872,7905651822,3392570425,184.13,862.00,827.00,17656.59,96.00,Shopee > CPT
ID,Lifestyle,Cross Border,2562187346,8844221950,6534932337,2939230498,114.83,1777631.00,1559412.00,12631.34,110.00,Shopee > CPT
SG,FMCG,Long Tail (LT),224083193,843839287,7125269726,2134113455,34.55,47.00,52.00,414.08,12.00,Shopee < CPT
SG,FMCG,Long Tail (LT),5408227752,8369884068,7822823295,5792837659,405.44,552.00,581.00,78217.39,193.00,Shopee < CPT
SG,Lifestyle,Non-Mall,2042496670,9782718590,3799692889,4140788906,41.98,57.00,48.00,5398.48,129.00,Shopee > CPT
MY,Lifestyle,Mall,6231457794,9254297446,8459172264,4121354436,114.38,536.00,438.00,22415.53,196.00,Shopee > CPT
TH,Fashion,Long Tail (LT),1208692584,9328610753,3663851008,3136321000,22.49,820.00,879.00,1842.87,82.00,Shopee < CPT
ID,Lifestyle,Non-Mall,5555462129,694100156,8898465714,3051803260,92.04,1424815.00,1229263.00,16843.20,183.00,Shopee > CPT
ID,FMCG,Long Tail (LT),5563910915,7630874083,8450261448,7075249963,81.84,1267000.00,1440453.00,6465.75,79.00,Shopee < CPT
SG,Fashion,Non-Mall,49968148,829327221,8214791044,4649577825,11.57,15.00,17.00,1310.52,119.00,Shopee < CPT
PH,Lifestyle,Cross Border,3492014870,4438225635,3002217201,2142434962,153.73,8698.00,9494.00,7993.36,52.00,Shopee < CPT
VN,FMCG,Non-Mall,2014987480,4211008514,9319376604,952196844,280.01,6811855.00,6011845.00,53481.22,191.00,Shopee > CPT
ID,Electronics,Mall,1638289929,4264274330,309299623,5028249778,48.16,745523.00,851613.00,8475.96,176.00,Shopee < CPT
VN,Fashion,Long Tail (LT),429599938,9176667847,9367275622,6406601550,22.98,559000.00,532258.00,2297.81,100.00,Shopee > CPT
TH,Lifestyle,Long Tail (LT),7085989734,1289937955,5302768252,7839793967,117.44,4285.00,5086.00,7163.88,61.00,Shopee < CPT
ID,Electronics,Cross Border,4085295929,8711479515,2418028470,4977021208,121.06,1874048.00,1647097.00,14042.80,116.00,Shopee > CPT
PH,FMCG,Long Tail (LT),4569466430,5731190302,186124319,7260832485,307.47,17397.00,15391.00,11375.81,37.00,Shopee > CPT
ID,Electronics,Mall,4399180451,6097335559,5523598423,4804447363,74.12,1147378.00,1055983.00,6374.12,86.00,Shopee > CPT
VN,Fashion,Non-Mall,5206532592,7179577993,3140973814,939947406,25.10,610538.00,533828.00,3488.43,139.00,Shopee > CPT
TH,Fashion,Mall,9172577702,7685291190,7180743809,5735172350,125.18,4567.00,4514.00,22655.69,181.00,Shopee > CPT
MY,Electronics,Mall,4408131337,3929613519,2942175424,7116357591,10.90,51.00,53.00,2056.65,189.00,Shopee < CPT
ID,Lifestyle,Long Tail (LT),1061982555,376981021,6209324100,9921589911,52.96,819775.00,916591.00,1906.39,36.00,Shopee < CPT
ID,Lifestyle,Long Tail (LT),2884871952,8902794810,8372338838,4016123848,29.22,452274.00,475199.00,2833.93,97.00,Shopee < CPT
ID,FMCG,Non-Mall,1379478372,3807103632,8089173436,191754355,21.93,339485.00,326248.00,175.44,8.00,Shopee > CPT
PH,Lifestyle,Mall,363227044,6105225508,9408512947,179337644,203.87,11536.00,9324.00,8154.96,40.00,Shopee > CPT
ID,Electronics,Long Tail (LT),2337482067,4252646603,6373695705,4174487789,33.33,515925.00,495392.00,5998.93,180.00,Shopee > CPT
MY,Electronics,Non-Mall,8126160374,6038412909,7559066063,5503955949,19.61,91.00,91.00,3786.21,195.00,Shopee = CPT
ID,Lifestyle,Cross Border,8578094860,3457133879,6547060045,7974808481,115.65,1790354.00,1920835.00,9946.09,86.00,Shopee < CPT
TH,Fashion,Mall,4711819117,1825919118,3083252928,1088036528,422.99,15433.00,17300.00,21994.87,52.00,Shopee < CPT
VN,Lifestyle,Long Tail (LT),2141731260,4883004976,4433889470,2272104043,18.98,461618.00,388124.00,18.98,1.00,Shopee > CPT
MY,Fashion,Cross Border,1979190161,8508417561,4288014243,7874311829,70.82,331.00,390.00,2189.36,31.00,Shopee < CPT
PH,Lifestyle,Mall,7575670595,8456769479,7616954668,6343973190,71.39,4039.00,4471.00,713.81,10.00,Shopee < CPT
TH,Lifestyle,Mall,3751937256,7763982229,7855588218,4385662414,428.36,15629.00,18121.00,68107.68,159.00,Shopee < CPT
SG,Fashion,Non-Mall,5084533669,3245478339,6162216014,4016466696,12.39,16.00,14.00,1961.75,167.00,Shopee > CPT
ID,Fashion,Cross Border,882995131,6777910565,2932263649,504658965,47.51,735439.00,744734.00,9216.44,194.00,Shopee < CPT
ID,FMCG,Cross Border,7186527151,3326307465,3965383809,6752284334,71.90,1113099.00,1312316.00,2804.23,39.00,Shopee < CPT
TH,FMCG,Cross Border,8876084886,8947141059,6254986639,1093804753,305.05,11130.00,11040.00,52467.63,172.00,Shopee > CPT
PH,Fashion,Cross Border,6747934714,2541845425,8175111668,6889274173,91.84,5196.00,4725.00,16804.54,183.00,Shopee > CPT
SG,Electronics,Non-Mall,3220579507,2169707649,1191796637,2355468993,1.78,2.00,2.00,258.43,176.00,Shopee = CPT
PH,Electronics,Long Tail (LT),3291349297,8061463300,6151298926,1840533890,98.03,5546.00,6072.00,5782.80,59.00,Shopee < CPT
TH,Fashion,Mall,3938818768,7532234914,2538617077,8053101445,328.52,11986.00,13038.00,2956.55,9.00,Shopee < CPT
TH,Electronics,Cross Border,7659372407,4414639026,5300353253,3303999023,87.14,3179.00,2650.00,8451.43,97.00,Shopee > CPT
ID,Electronics,Cross Border,2136959276,2942075426,8094506172,8200748707,222.65,3446785.00,3337839.00,27609.01,124.00,Shopee > CPT
ID,Lifestyle,Long Tail (LT),8295014371,9677249006,4691455943,4174305890,303.47,4697901.00,4708137.00,34292.36,113.00,Shopee < CPT
PH,FMCG,Long Tail (LT),4750000691,6610370067,1307007600,1499945637,137.82,7798.00,8961.00,14745.97,107.00,Shopee < CPT
ID,Lifestyle,Non-Mall,2184153982,4059848802,679000369,6904897957,131.90,2041843.00,2110028.00,7913.86,60.00,Shopee < CPT
PH,FMCG,Mall,8368162806,9014434336,46952070,4866856207,196.70,11130.00,9589.00,2557.08,13.00,Shopee > CPT
PH,FMCG,Long Tail (LT),9786742128,582263247,4697713630,7067013964,255.65,14465.00,13036.00,32977.26,129.00,Shopee > CPT
TH,Electronics,Mall,2746030816,7069984904,277388861,9834371738,54.59,1991.00,1806.00,3928.91,72.00,Shopee > CPT
PH,Electronics,Cross Border,1735762157,4667140025,6101149851,3358792041,86.47,4892.00,4770.00,259.37,3.00,Shopee > CPT
ID,Electronics,Non-Mall,79784546,4524683601,9994980861,701347028,106.42,1647371.00,1336016.00,8513.27,80.00,Shopee > CPT
PH,Electronics,Cross Border,9661410668,8223402826,8305058612,3427962901,188.32,10655.00,10393.00,8473.69,45.00,Shopee > CPT
ID,Electronics,Non-Mall,7674570415,124327977,5346132699,3083088697,62.24,963508.00,955915.00,9522.74,153.00,Shopee > CPT
MY,Lifestyle,Long Tail (LT),8938813247,7527003805,2779664775,3712431203,92.43,433.00,451.00,8222.54,89.00,Shopee < CPT
ID,Lifestyle,Mall,1528142754,2763129531,3787533536,2323666189,187.14,2896967.00,2930906.00,187.14,1.00,Shopee < CPT
TH,Fashion,Mall,5478470817,8380445980,3595497788,732669016,2.01,73.00,64.00,204.08,102.00,Shopee > CPT
SG,FMCG,Cross Border,3473969869,6752437494,7136147088,8172954658,7.95,10.00,9.00,447.85,61.00,Shopee > CPT
ID,Fashion,Long Tail (LT),5678326440,6614963203,9533619681,2577711105,31.40,486064.00,550260.00,5180.75,165.00,Shopee < CPT
SG,FMCG,Cross Border,8734041310,2451829125,3432668206,7602084456,60.05,81.00,78.00,9336.66,157.00,Shopee > CPT
ID,Fashion,Cross Border,414961966,3991918138,1271784549,8933364335,107.94,1670906.00,1692350.00,1187.30,11.00,Shopee < CPT
MY,Lifestyle,Long Tail (LT),7436817125,8007783098,852043667,9804016520,6.13,28.00,25.00,967.83,162.00,Shopee > CPT
TH,Electronics,Non-Mall,3330281960,5496150969,6183280175,9158961790,88.10,3214.00,3125.00,12067.97,137.00,Shopee > CPT
VN,Lifestyle,Cross Border,8298595222,7824487932,9093024954,2756354431,35.20,856440.00,779451.00,6266.42,178.00,Shopee > CPT
MY,Electronics,Non-Mall,6811715621,2458103635,1946273624,3410825878,329.72,1545.00,1809.00,37910.07,115.00,Shopee < CPT
ID,Fashion,Non-Mall,5217724474,6916310413,5455343770,6447568569,71.83,1111933.00,1298367.00,2513.98,35.00,Shopee < CPT
SG,Lifestyle,Long Tail (LT),7892283337,9989292315,4851014146,6450987102,39.91,54.00,59.00,4162.84,105.00,Shopee < CPT
PH,Electronics,Non-Mall,4992523160,7510880015,388664911,4503137515,59.44,3363.00,3050.00,3031.12,51.00,Shopee > CPT
ID,Electronics,Cross Border,1016909434,6994014393,7584030606,6914365131,4.18,64703.00,61224.00,606.05,145.00,Shopee > CPT
ID,Lifestyle,Mall,3278681412,3515707080,3923947160,9793505636,38.80,600713.00,576931.00,5005.78,129.00,Shopee > CPT
PH,Lifestyle,Non-Mall,6219461964,2187314783,817608544,2813475530,31.07,1758.00,1491.00,1646.65,53.00,Shopee > CPT
ID,Electronics,Cross Border,4814774079,8841083816,2858421358,5241336128,9.08,140609.00,149786.00,962.80,106.00,Shopee < CPT
ID,Fashion,Non-Mall,3998711150,1794587438,375644490,2845020139,23.03,356547.00,301311.00,2948.10,128.00,Shopee > CPT
TH,Electronics,Mall,5960993884,9480289302,3674533452,3832583080,213.08,7774.00,8262.00,40482.37,190.00,Shopee < CPT
VN,Fashion,Non-Mall,2119588813,152523620,7601048264,566870940,274.80,6685288.00,6637031.00,43693.79,159.00,Shopee > CPT
MY,Lifestyle,Non-Mall,2843299953,4858659937,7276597371,417037574,56.09,262.00,225.00,7714.51,138.00,Shopee > CPT
TH,Fashion,Cross Border,3028832640,6526329897,1114026113,7207695410,252.09,9197.00,9649.00,33776.82,134.00,Shopee < CPT
MY,Fashion,Mall,6531041626,7730980720,5103528979,6683016812,83.98,393.00,356.00,8636.90,103.00,Shopee > CPT
VN,Fashion,Mall,2672692870,2887471660,8004882723,8256729006,176.64,4297223.00,4400426.00,8832.03,50.00,Shopee < CPT
MY,Lifestyle,Non-Mall,9390241724,1068218690,7930055357,2412859722,50.28,235.00,269.00,6718.94,134.00,Shopee < CPT
SG,Fashion,Cross Border,4631389605,2974087737,7010797619,8091195767,72.50,98.00,88.00,4460.92,62.00,Shopee > CPT
ID,Fashion,Mall,267787077,5447440027,6641715289,4257188136,58.27,901990.00,779323.00,8856.46,152.00,Shopee > CPT
TH,FMCG,Cross Border,5814305753,2028368172,4025896598,6798052944,87.35,3186.00,2617.00,8120.76,93.00,Shopee > CPT
ID,Lifestyle,Cross Border,3725753921,7741663759,931439366,4574062321,0.96,14887.00,15590.00,36.54,38.00,Shopee < CPT
TH,Fashion,Long Tail (LT),7946543984,5548563048,5811711661,9630806611,17.29,630.00,738.00,1778.47,103.00,Shopee < CPT
ID,Electronics,Long Tail (LT),2943167247,5979466432,6719514773,9913046813,84.16,1302889.00,1393587.00,5554.77,66.00,Shopee < CPT
ID,Lifestyle,Long Tail (LT),9957786755,116063106,3715866136,4838042818,88.88,1375953.00,1139495.00,17776.60,200.00,Shopee > CPT
ID,Electronics,Mall,1949137053,1468710464,5177482392,2313868930,205.87,3186983.00,2560057.00,5764.38,28.00,Shopee > CPT
ID,FMCG,Mall,675980055,7799664863,9056861536,2066275082,35.87,555253.00,461869.00,4662.83,130.00,Shopee > CPT
ID,Lifestyle,Non-Mall,9892211469,6297392591,6604440594,8346131226,221.56,3429889.00,3599772.00,2215.62,10.00,Shopee < CPT
MY,Fashion,Cross Border,5230007600,270355302,2359771184,5365156302,142.29,666.00,614.00,15489.20,109.00,Shopee > CPT
ID,FMCG,Long Tail (LT),4462908824,6561124376,6657044548,5633021874,139.78,2163887.00,1859605.00,18171.59,130.00,Shopee > CPT
MY,Electronics,Cross Border,6857347532,9082720619,2380277683,728745331,2.27,10.00,11.00,44.81,21.00,Shopee < CPT
TH,FMCG,Non-Mall,9277921601,1826255482,3199149486,5151954356,86.46,3154.00,2729.00,4149.26,48.00,Shopee > CPT
TH,Lifestyle,Mall,3756004072,3626569291,8662903786,3844323782,122.08,4454.00,4896.00,23193.78,190.00,Shopee < CPT
ID,Lifestyle,Long Tail (LT),8944894204,2906437549,1471740021,8843667376,86.36,1336854.00,1285712.00,4749.65,55.00,Shopee > CPT
VN,Electronics,Non-Mall,6857380038,9089043043,4854828877,4573414612,24.56,597463.00,598904.00,1105.16,45.00,Shopee < CPT
TH,Lifestyle,Non-Mall,8126664885,9776106256,7577992763,5724833950,1.15,41.00,38.00,220.25,196.00,Shopee > CPT
MY,Fashion,Mall,3352031281,8989053700,4031897186,7972618490,28.74,134.00,127.00,428.87,15.00,Shopee > CPT
TH,Electronics,Long Tail (LT),6715365203,1915737954,4152708531,8805254427,8.67,316.00,266.00,1151.88,133.00,Shopee > CPT
ID,Fashion,Long Tail (LT),5178475847,3079284880,2562177329,9220367017,2.87,44419.00,48779.00,358.67,125.00,Shopee < CPT
VN,Electronics,Non-Mall,1243021650,5410906906,3291908545,8458069843,311.28,7572628.00,7488098.00,933.84,3.00,Shopee > CPT
ID,Lifestyle,Mall,4972786509,3814454963,4489773878,526633330,18.03,279045.00,270133.00,2938.17,163.00,Shopee > CPT
ID,Lifestyle,Cross Border,3960722983,6321451453,5640290225,2560197008,5.06,78292.00,64212.00,242.76,48.00,Shopee > CPT
ID,Electronics,Long Tail (LT),941109217,7347479478,3803862544,374256500,2.54,39373.00,41595.00,506.14,199.00,Shopee < CPT
PH,Electronics,Non-Mall,1208743581,3091032951,8285957367,7571700841,199.02,11261.00,12689.00,30250.11,152.00,Shopee < CPT
PH,Electronics,Mall,9307391511,6858320867,282693574,9712272409,276.15,15625.00,15671.00,53570.80,194.00,Shopee < CPT
MY,Fashion,Non-Mall,4402155048,2754864777,9639070363,8899641136,164.98,773.00,699.00,18472.50,112.00,Shopee > CPT
ID,Electronics,Cross Border,9234513554,2695611998,4668424432,964205000,81.61,1263305.00,1443225.00,9221.50,113.00,Shopee < CPT
SG,Electronics,Non-Mall,2328672323,5379485229,5650752525,317906284,281.19,382.00,397.00,7852.87,28.00,Shopee < CPT
PH,Fashion,Non-Mall,2030056085,601799542,7816153186,5929611007,113.19,6404.00,6691.00,10072.74,89.00,Shopee < CPT
VN,Fashion,Non-Mall,6687166211,8269467607,6968958115,6094743152,256.95,6250963.00,6940292.00,14132.28,55.00,Shopee < CPT
TH,FMCG,Long Tail (LT),8920658757,3513019387,4030790052,9378491237,131.01,4780.00,5044.00,1310.07,10.00,Shopee < CPT
ID,Fashion,Cross Border,2607179060,9019485827,1368490293,1800433836,129.54,2005360.00,2020259.00,25390.04,196.00,Shopee < CPT
ID,Lifestyle,Long Tail (LT),385168557,5920891601,2200977633,9929941703,181.89,2815797.00,3099887.00,8730.87,48.00,Shopee < CPT
ID,Fashion,Non-Mall,8033827540,3275015297,5003668534,9796454168,390.48,6044770.00,6403236.00,49980.98,128.00,Shopee < CPT
VN,Electronics,Cross Border,3931624879,1431874306,6483992626,6764304091,101.09,2459321.00,2527741.00,8693.93,86.00,Shopee < CPT
PH,Electronics,Long Tail (LT),5621883363,6171215471,1716238977,8193280188,16.58,938.00,794.00,2271.07,137.00,Shopee > CPT
TH,FMCG,Mall,6022894222,2368924773,6394510522,4969067135,290.67,10605.00,11435.00,49120.77,169.00,Shopee < CPT
TH,Fashion,Mall,5472041943,3708549864,3321183124,936878827,147.61,5385.00,5210.00,1033.12,7.00,Shopee > CPT
ID,Electronics,Cross Border,618047746,5469454121,189606777,8521040983,323.25,5004065.00,4713154.00,10667.24,33.00,Shopee > CPT
VN,FMCG,Non-Mall,8507114628,2938029796,9053599565,5755162244,194.86,4740567.00,4928547.00,8184.31,42.00,Shopee < CPT
ID,FMCG,Non-Mall,300181331,4913621750,4689999167,4750359522,245.38,3798675.00,3887864.00,15949.99,65.00,Shopee < CPT
ID,Electronics,Non-Mall,7403079532,4692435054,7286462130,3357851724,80.20,1241543.00,1257415.00,15077.68,188.00,Shopee < CPT
ID,Fashion,Cross Border,3286394568,5069859707,4182121856,8836332680,98.85,1530310.00,1348459.00,10379.67,105.00,Shopee > CPT
SG,FMCG,Mall,3167784429,4917562045,2348802016,8710156324,50.48,68.00,62.00,4443.30,89.00,Shopee > CPT
ID,Fashion,Mall,8623412975,2003330798,4137238520,9703057764,61.08,945472.00,1073954.00,2748.38,45.00,Shopee < CPT
PH,Fashion,Long Tail (LT),1138088881,6415799534,8444889117,4847462410,106.34,6016.00,6891.00,8611.90,81.00,Shopee < CPT
TH,Electronics,Mall,3705402760,8522289501,6273793462,7397178620,13.12,478.00,492.00,1598.29,122.00,Shopee < CPT
MY,FMCG,Cross Border,5315036424,1280706067,7986753866,3801205854,276.41,1295.00,1438.00,14091.85,51.00,Shopee < CPT
ID,Electronics,Mall,9832760357,432697348,7370123567,6455726159,198.77,3077097.00,3195324.00,13516.53,68.00,Shopee < CPT
ID,FMCG,Cross Border,6578241781,524600989,4325629984,3282828069,9.37,145020.00,161984.00,140.52,15.00,Shopee < CPT
ID,Fashion,Mall,8067095790,6859939099,8380352156,4254285166,37.96,587599.00,673944.00,1290.55,34.00,Shopee < CPT
PH,Electronics,Mall,9948249627,4711549203,7154515531,3122028188,323.83,18323.00,19055.00,53754.03,166.00,Shopee < CPT
ID,Lifestyle,Long Tail (LT),5114632083,9636255582,4271837108,9241752336,135.14,2092068.00,2447825.00,1756.85,13.00,Shopee < CPT
ID,Lifestyle,Cross Border,2263623457,1916861028,537290479,1657496439,44.02,681407.00,561316.00,5017.95,114.00,Shopee > CPT
PH,Fashion,Mall,6655366904,2533040660,824266086,2225892444,102.80,5816.00,6002.00,16034.50,156.00,Shopee < CPT
ID,Lifestyle,Non-Mall,2503669217,4433899100,8414124827,9694276928,138.23,2139855.00,2213197.00,26816.44,194.00,Shopee < CPT
ID,Fashion,Long Tail (LT),8477431487,1759120688,7925970018,7413215819,212.32,3286759.00,3229629.00,20806.98,98.00,Shopee > CPT
MY,FMCG,Long Tail (LT),7644934205,6513440354,4883962077,1914437817,336.93,1579.00,1855.00,66707.63,198.00,Shopee < CPT
MY,Fashion,Long Tail (LT),7305196867,2901515888,971091300,6198089324,76.38,357.00,290.00,2666.03,35.00,Shopee > CPT
PH,FMCG,Non-Mall,2048143570,3505131951,7949647112,2180647705,286.18,16192.00,18500.00,31477.45,110.00,Shopee < CPT
SG,FMCG,Non-Mall,7437172161,4137168341,2381962687,241408615,1.68,2.00,1.00,132.15,90.00,Shopee > CPT
TH,FMCG,Mall,4621520112,311058786,6637946197,7710665910,20.41,744.00,785.00,897.21,44.00,Shopee < CPT
VN,Electronics,Non-Mall,3628157513,907164649,4415765618,5211811857,132.16,3215144.00,2878486.00,11498.00,87.00,Shopee > CPT
TH,Lifestyle,Cross Border,6617151471,9575664900,5414783914,6110939544,379.03,13829.00,11177.00,38280.71,101.00,Shopee > CPT
SG,FMCG,Mall,8233322342,7664789185,5905821218,8746747403,143.28,195.00,211.00,143.17,1.00,Shopee < CPT
ID,Fashion,Cross Border,2141202604,8823087791,4076152689,507099747,212.37,3287641.00,3519922.00,28882.73,136.00,Shopee < CPT
ID,FMCG,Cross Border,2934920369,9162269170,8859531655,6322427231,5.17,79961.00,64341.00,470.04,91.00,Shopee > CPT
TH,Lifestyle,Cross Border,1079502443,392432185,309321596,9046915925,310.30,11321.00,9065.00,3413.07,11.00,Shopee > CPT
VN,Lifestyle,Long Tail (LT),4631579127,7936510039,3592150964,4427765795,379.75,9238249.00,9457470.00,20126.49,53.00,Shopee < CPT
SG,FMCG,Non-Mall,9971833163,8874975542,9920370592,1707364346,7.61,10.00,10.00,168.86,23.00,Shopee = CPT
SG,Fashion,Non-Mall,6803079628,9130941783,1804505240,8876004818,19.15,26.00,21.00,2996.95,157.00,Shopee > CPT
TH,Fashion,Mall,4756800794,1467327693,2377159135,6223134934,121.49,4432.00,5096.00,9110.22,75.00,Shopee < CPT
VN,Lifestyle,Non-Mall,3169106275,6019476419,7481117230,6448329501,22.34,543579.00,539151.00,1363.00,61.00,Shopee > CPT
ID,Electronics,Long Tail (LT),1631449592,6644988440,7417309775,5961798586,75.35,1166499.00,1043152.00,2863.41,38.00,Shopee > CPT
SG,Fashion,Cross Border,9318665764,4081503059,3241728439,4067086372,115.40,157.00,156.00,1844.28,16.00,Shopee > CPT
ID,FMCG,Non-Mall,9433962552,3536649478,9645601866,1374746978,315.54,4884769.00,4686950.00,15461.62,49.00,Shopee > CPT
MY,FMCG,Mall,559089041,2246993762,654033177,2094170745,94.13,441.00,460.00,846.86,9.00,Shopee < CPT
TH,Electronics,Non-Mall,1903364856,6827285481,9452520226,7208022959,127.14,4638.00,4724.00,10677.70,84.00,Shopee < CPT
TH,FMCG,Mall,4162311686,3052622293,3619882333,7425959031,135.57,4946.00,5464.00,16673.51,123.00,Shopee < CPT
PH,Fashion,Non-Mall,8367782252,1705160808,9415067994,4699587349,121.93,6899.00,7920.00,16581.79,136.00,Shopee < CPT
SG,Electronics,Mall,895294418,9519029049,4173843082,124293063,250.35,340.00,337.00,11981.94,48.00,Shopee > CPT
ID,Electronics,Long Tail (LT),1364471660,7843164645,9312994023,9536993975,71.09,1100466.00,952462.00,6753.29,95.00,Shopee > CPT
SG,Fashion,Long Tail (LT),1916109499,3202916365,5555651492,1229150972,49.06,66.00,60.00,1695.97,35.00,Shopee > CPT
ID,FMCG,Long Tail (LT),3433746620,6498464788,760300950,6200718162,31.12,481682.00,422755.00,62.23,2.00,Shopee > CPT
ID,Lifestyle,Cross Border,1283650781,2253776181,2191850763,3019745679,67.42,1043618.00,1035209.00,5797.69,86.00,Shopee > CPT
VN,FMCG,Cross Border,8919499416,7137655708,4496461539,9553552301,40.54,986227.00,1143726.00,4256.66,105.00,Shopee < CPT
ID,Lifestyle,Mall,3234772269,9603144856,4983073482,9735060989,39.55,612216.00,635566.00,1344.62,34.00,Shopee < CPT
ID,FMCG,Cross Border,646993738,9439961892,1918638092,8016902134,11.48,177697.00,206116.00,964.22,84.00,Shopee < CPT
MY,Fashion,Cross Border,4576688312,3355092187,1059625152,2071725431,13.16,61.00,53.00,1600.90,123.00,Shopee > CPT
ID,Lifestyle,Mall,3460915485,8772454214,4311095569,5543049021,41.86,647937.00,774967.00,7785.04,186.00,Shopee < CPT
ID,Fashion,Mall,1854794552,4782101151,3738023156,2617345910,57.02,882710.00,1008514.00,5416.97,95.00,Shopee < CPT
ID,Fashion,Cross Border,3951525464,2223741963,2317839248,3772319851,26.71,413521.00,480279.00,2591.10,97.00,Shopee < CPT
TH,Fashion,Non-Mall,6998012368,4343815205,2865085002,8752914676,29.79,1087.00,1021.00,3545.23,119.00,Shopee > CPT
MY,Fashion,Non-Mall,7463609995,2762526370,7917537795,1460711943,25.39,118.00,111.00,1561.00,62.00,Shopee > CPT
TH,Lifestyle,Non-Mall,3807884856,5151745869,935318080,1001884786,60.00,2189.00,2219.00,6479.44,108.00,Shopee < CPT
ID,Fashion,Mall,3392477804,9072337308,6935427857,6463169128,18.81,291112.00,298929.00,2858.37,152.00,Shopee < CPT
TH,Fashion,Non-Mall,6617806284,3146676125,2454348889,6880415577,285.50,10417.00,8409.00,23982.24,84.00,Shopee > CPT
TH,Lifestyle,Mall,8575465038,1902536521,1935868627,527993395,5.44,198.00,169.00,700.04,129.00,Shopee > CPT
PH,Lifestyle,Long Tail (LT),5660019817,7814088312,4919753983,6108847973,218.09,12340.00,14054.00,16356.21,75.00,Shopee < CPT
ID,Fashion,Mall,6569460451,6448346280,183456975,8947614443,9.19,142312.00,129132.00,330.95,36.00,Shopee > CPT
ID,Electronics,Non-Mall,5876690979,9944723344,9706014956,2705597699,366.10,5667429.00,4598285.00,12813.54,35.00,Shopee > CPT
TH,Lifestyle,Non-Mall,79353636,7190583969,5773344863,4050218988,22.60,824.00,830.00,4358.65,193.00,Shopee < CPT
ID,Fashion,Cross Border,5115047707,9191767331,1058710359,2659601311,36.91,571347.00,529657.00,5720.67,155.00,Shopee > CPT
ID,Electronics,Cross Border,1614676903,2931506799,7577059189,2716881983,23.78,368090.00,307614.00,2734.43,115.00,Shopee > CPT
